Title,Price,Rating,Stock
Wildlife of New York: A Five-Borough Coloring Book,22.14,2,7
What Happened on Beale Street (Secrets of the South Mysteries #2),25.37,5,7
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,46.33,2,7
Under the Tuscan Sun,37.33,3,7
Toddlers Are A**holes: It's Not Your Fault,25.55,1,7
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,34.72,1,7
The Whale,35.96,4,7
The Story of Art,41.14,4,7
The Origin of Species,10.01,4,7
The Great Gatsby,36.05,4,7
The Good Girl,49.03,3,7
The Glass Castle,16.24,1,7
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,39.55,1,7
The Drowning Girls,35.67,3,7
The Constant Princess (The Tudor Court #1),16.62,3,7
The Bourne Identity (Jason Bourne #1),42.78,4,7
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),52.3,5,7
The Art Book,32.34,2,7
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,33.17,4,7
Team of Rivals: The Political Genius of Abraham Lincoln,20.12,5,7
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.9,2,7
"Sit, Stay, Love",20.9,3,7
Sister Dear,40.2,4,7
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,3,7
"Rich Dad, Poor Dad",51.74,1,7
Raymie Nightingale,34.41,2,7
Playing from the Heart,32.38,1,7
Nightstruck: A Novel,50.35,4,7
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",11.38,5,7
Meternity,43.58,3,7
Memoirs of a Geisha,49.67,3,7
Like Never Before (Walker Family #2),28.77,2,7
Life of Pi,13.22,4,7
Leave This Song Behind: Teen Poetry at Its Best,51.17,5,7
King's Folly (The Kinsman Chronicles #1),39.61,5,7
John Adams,57.43,4,7
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),46.01,4,7
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,28.25,2,7
Good in Bed (Cannie Shapiro #1),37.05,5,7
"Fruits Basket, Vol. 7 (Fruits Basket #7)",19.57,1,7
For the Love: Fighting for Grace in a World of Impossible Standards,45.13,3,7
Finding God in the Ruins: How God Redeems Pain,46.64,2,7
Every Heart a Doorway (Every Heart A Doorway #1),12.16,5,7
Delivering the Truth (Quaker Midwife Mystery #1),20.89,4,7
Counted With the Stars (Out from Egypt #1),17.97,5,7
"Chronicles, Vol. 1",52.6,2,7
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,25.77,1,7
Benjamin Franklin: An American Life,48.19,3,7
"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",29.93,5,7
A Summer In Europe,44.34,2,7
A Short History of Nearly Everything,52.4,5,7
A Gathering of Shadows (Shades of Magic #2),44.81,4,7
The Sound Of Love,57.84,5,6
The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,2,6
The Perks of Being a Wallflower,55.02,3,6
The Mysterious Affair at Styles (Hercule Poirot #1),24.8,4,6
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,59.45,4,6
The Makings of a Fatherless Child,31.58,2,6
The Joy of Cooking,43.27,4,6
The Invention of Wings,37.34,1,6
The Hobbit (Middle-Earth Universe),17.8,5,6
The Great Railway Bazaar,30.54,1,6
The Golden Compass (His Dark Materials #1),18.77,1,6
The God Delusion,46.85,3,6
The Girl You Left Behind (The Girl You Left Behind #1),15.79,1,6
The Fellowship of the Ring (The Lord of the Rings #1),10.27,2,6
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,5,6
The Barefoot Contessa Cookbook,59.92,5,6
Tell the Wolves I'm Home,50.96,2,6
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.6,3,6
Pride and Prejudice,19.27,4,6
Musicophilia: Tales of Music and the Brain,46.58,1,6
Mere Christianity,48.51,3,6
Me Before You (Me Before You #1),19.02,1,6
In the Woods (Dublin Murder Squad #1),38.38,2,6
In Cold Blood,49.98,4,6
How to Stop Worrying and Start Living,46.49,5,6
Give It Back,18.32,2,6
"Girl, Interrupted",42.14,3,6
Fun Home: A Family Tragicomic,56.59,4,6
"Fruits Basket, Vol. 6 (Fruits Basket #6)",20.96,4,6
Deception Point,40.32,4,6
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",36.39,3,6
Catherine the Great: Portrait of a Woman,58.55,4,6
Better Homes and Gardens New Cook Book,39.61,3,6
An Unquiet Mind: A Memoir of Moods and Madness,21.3,3,0
A Year in Provence (Provence #1),56.88,4,6
World Without End (The Pillars of the Earth #2),32.97,4,5
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",47.31,4,5
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,48.67,2,5
Where She Went (If I Stay #2),41.73,4,5
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68,4,5
Two Summers,14.64,1,5
This Is Your Brain on Music: The Science of a Human Obsession,38.4,1,5
The Secret Garden,15.08,4,5
The Raven King (The Raven Cycle #4),30.57,2,5
The Raven Boys (The Raven Cycle #1),57.74,4,5
The Power Greens Cookbook: 140 Delicious Superfood Recipes,11.05,5,5
The Metamorphosis,28.58,1,5
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,5,5
The Little Paris Bookshop,24.73,3,5
The Hiding Place,55.91,4,5
The Grand Design,13.76,3,5
The Firm,45.56,3,5
The Fault in Our Stars,47.22,1,5
The False Prince (The Ascendance Trilogy #1),56.0,5,5
The Expatriates,44.58,2,5
The Dream Thieves (The Raven Cycle #2),34.5,1,5
The Darkest Corners,11.33,5,5
The Crossover,38.77,4,5
The 5th Wave (The 5th Wave #1),11.83,2,5
Tell the Wind and Fire,45.51,3,5
Tell Me Three Things,41.81,1,5
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,25.15,4,5
Siddhartha,34.22,5,5
Shiver (The Wolves of Mercy Falls #1),16.23,5,5
Remember Me?,11.48,3,5
Red Dragon (Hannibal Lecter #1),23.37,3,5
Peak: Secrets from the New Science of Expertise,16.28,2,5
My Mother Was Nuts,31.63,4,5
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,24.91,5,5
Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,1,5
Lola and the Boy Next Door (Anna and the French Kiss #2),23.63,4,5
Logan Kade (Fallen Crest High #5.5),13.12,2,5
Last One Home (New Beginnings #1),59.98,3,5
Killing Floor (Jack Reacher #1),31.49,4,5
Kill the Boy Band,15.52,5,5
Isla and the Happily Ever After (Anna and the French Kiss #3),48.13,5,5
If I Stay (If I Stay #1),38.13,5,5
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,2,5
Harry Potter and the Deathly Hallows (Harry Potter #7),23.32,1,5
"Fruits Basket, Vol. 5 (Fruits Basket #5)",16.33,1,5
Foundation (Foundation (Publication Order) #1),32.42,1,5
Fool Me Once,16.96,1,5
Find Her (Detective D.D. Warren #8),22.37,1,5
Evicted: Poverty and Profit in the American City,42.27,1,5
Drama,38.7,2,5
Dracula the Un-Dead,35.63,5,5
Digital Fortress,58.0,5,5
"Death Note, Vol. 5: Whiteout (Death Note #5)",52.41,1,5
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",32.35,3,5
Critique of Pure Reason,20.75,1,5
Booked,17.49,5,5
"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,5,5
Approval Junkie: Adventures in Caring Too Much,58.81,5,5
An Abundance of Katherines,10.0,5,5
America's War for the Greater Middle East: A Military History,51.22,2,5
Alight (The Generations Trilogy #2),58.59,4,5
A Girl's Guide to Moving On (New Beginnings #2),31.3,1,5
A Game of Thrones (A Song of Ice and Fire #1),46.42,2,5
A Feast for Crows (A Song of Ice and Fire #4),17.21,4,5
A Clash of Kings (A Song of Ice and Fire #2),10.79,3,5
Vogue Colors A to Z: A Fashion Coloring Book,52.35,4,4
The Shining (The Shining #1),27.88,3,4
The Pilgrim's Progress,50.26,2,4
The Perfect Play (Play by Play #1),59.99,3,4
The Passion of Dolssa,28.32,5,4
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,38.71,3,4
The Hunger Games (The Hunger Games #1),29.85,5,4
The Hound of the Baskervilles (Sherlock Holmes #5),14.82,2,4
The Gunning of America: Business and the Making of American Gun Culture,16.81,4,4
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23,2,4
The Demonists (Demonist #1),52.11,2,4
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",27.88,2,4
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,3,4
The Beast (Black Dagger Brotherhood #14),46.08,5,4
Some Women,13.73,5,4
Shopaholic Ties the Knot (Shopaholic #3),48.39,5,4
Paper and Fire (The Great Library #2),49.45,5,4
Outlander (Outlander #1),19.67,5,4
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,3,4
No One Here Gets Out Alive,20.02,5,4
Night Shift (Night Shift #1-20),12.75,4,4
Needful Things,47.51,4,4
Mockingjay (The Hunger Games #3),20.44,4,4
Misery,34.79,2,4
Little Women (Little Women #1),28.07,4,4
It,25.01,3,4
Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.9,3,4
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,4,4
Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,4,4
Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,5,4
Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,1,4
Gone with the Wind,32.49,3,4
God Is Not Great: How Religion Poisons Everything,27.8,1,4
Girl With a Pearl Earring,26.77,1,4
"Fruits Basket, Vol. 4 (Fruits Basket #4)",50.44,4,4
Far From True (Promise Falls Trilogy #2),34.93,2,4
Dark Lover (Black Dagger Brotherhood #1),12.87,1,4
Confessions of a Shopaholic (Shopaholic #1),48.94,2,4
Changing the Game (Play by Play #2),13.38,3,4
Candide,58.63,3,4
Can You Keep a Secret?,21.94,1,4
Atlas Shrugged,26.58,5,4
Animal Farm,57.22,3,4
A Walk to Remember,56.43,1,4
A New Earth: Awakening to Your Life's Purpose,55.65,5,4
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",27.62,1,4
'Salem's Lot,49.56,4,4
Zero History (Blue Ant #3),34.77,1,3
Wuthering Heights,17.73,3,3
World War Z: An Oral History of the Zombie War,21.8,1,3
Wild: From Lost to Found on the Pacific Crest Trail,46.02,3,3
"Where'd You Go, Bernadette",18.13,1,3
When You Are Engulfed in Flames,30.89,5,3
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,31.95,3,3
We Are All Completely Beside Ourselves,24.04,1,3
Walk the Edge (Thunder Road #2),32.36,3,3
Voyager (Outlander #3),21.07,5,3
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,50.66,3,3
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,13.66,2,3
"Unstuffed: Decluttering Your Home, Mind, and Soul",58.09,1,3
Under the Banner of Heaven: A Story of Violent Faith,30.0,1,3
Two Boys Kissing,32.74,2,3
Twilight (Twilight #1),41.93,2,3
Twenties Girl,42.8,2,3
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",53.51,1,3
Three-Martini Lunch,23.21,3,3
"Thinking, Fast and Slow",21.14,1,3
The Wild Robot,56.07,3,3
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",14.41,3,3
The Undomestic Goddess,45.75,4,3
The Travelers,15.77,1,3
The Tipping Point: How Little Things Can Make a Big Difference,10.02,2,3
The Thing About Jellyfish,48.77,1,3
The Stand,57.86,2,3
The Smitten Kitchen Cookbook,23.59,1,3
The Silkworm (Cormoran Strike #2),23.05,5,3
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",55.55,5,3
The Rose & the Dagger (The Wrath and the Dawn #2),58.64,4,3
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),23.21,1,3
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57,3,3
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,1,3
The Rest Is Noise: Listening to the Twentieth Century,34.77,1,3
The Red Tent,35.66,5,3
The Purpose Driven Life: What on Earth Am I Here for?,37.19,3,3
The Purest Hook (Second Circle Tattoos #3),12.25,1,3
The Picture of Dorian Gray,29.7,2,3
The Paris Wife,36.8,3,3
The Obsession,45.43,1,3
The Nightingale,26.26,4,3
The New Guy (and Other Senior Year Distractions),44.92,3,3
The Nanny Diaries (Nanny #1),52.53,5,3
The Name of God is Mercy,37.25,2,3
The Maze Runner (The Maze Runner #1),20.93,1,3
The Lover's Dictionary,58.09,2,3
The Lonely Ones,43.59,5,3
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,3,3
The Last Painting of Sara de Vos,55.55,2,3
"The Land of 10,000 Madonnas",29.64,4,3
The Infinities,27.41,1,3
The Husband's Secret,52.51,5,3
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.8,3,3
The Guns of August,14.54,2,3
The Guernsey Literary and Potato Peel Pie Society,49.53,1,3
The Goldfinch,43.58,3,3
The Giver (The Giver Quartet #1),12.3,1,3
The Girl with All the Gifts,49.47,3,3
The Girl Who Played with Fire (Millennium Trilogy #2),22.14,2,3
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,1,3
The Exiled,43.45,3,3
"The End of Faith: Religion, Terror, and the Future of Reason",22.13,4,3
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,4,3
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,5,3
The Devil Wears Prada (The Devil Wears Prada #1),44.29,1,3
The Demon-Haunted World: Science as a Candle in the Dark,52.25,4,3
The Day the Crayons Came Home (Crayons),26.33,5,3
The Da Vinci Code (Robert Langdon #2),22.96,2,3
The Cuckoo's Calling (Cormoran Strike #1),19.21,1,3
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),26.78,4,3
The Complete Poems,41.32,5,3
The Catcher in the Rye,24.55,1,3
The Cat in the Hat (Beginner Books B-1),16.26,2,3
The Case for Christ (Cases for Christianity),47.84,1,3
The Book Thief,53.49,2,3
The Book of Basketball: The NBA According to The Sports Guy,44.84,5,3
The Blind Side: Evolution of a Game,53.71,5,3
The Autobiography of Malcolm X,23.43,2,3
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32,3,3
The Art of Fielding,22.1,1,3
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,2,3
Stiff: The Curious Lives of Human Cadavers,36.74,3,3
Spilled Milk: Based on a True Story,49.51,1,3
Something Borrowed (Darcy & Rachel #1),48.96,5,3
Something Blue (Darcy & Rachel #2),54.62,1,3
Soldier (Talon #3),24.72,2,3
Shopaholic & Baby (Shopaholic #5),46.45,2,3
Seven Days in the Art World,52.33,2,3
Seven Brief Lessons on Physics,30.6,4,3
Scarlet (The Lunar Chronicles #2),14.57,4,3
Sarah's Key,46.29,1,3
"Saga, Volume 3 (Saga (Collected Editions) #3)",21.57,5,3
Running with Scissors,12.91,4,3
Rogue Lawyer (Rogue Lawyer #1),50.11,3,3
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",41.67,4,3
Rework,44.88,2,3
Reservations for Two,11.1,3,3
Red: The True Story of Red Riding Hood,28.54,3,3
Ready Player One,19.07,4,3
Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,1,3
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),43.63,3,3
Persepolis: The Story of a Childhood (Persepolis #1-2),39.13,1,3
Packing for Mars: The Curious Science of Life in the Void,56.68,2,3
Outliers: The Story of Success,14.16,1,3
Original Fake,31.45,3,3
Orange Is the New Black,24.61,2,3
One for the Money (Stephanie Plum #1),32.87,2,3
Notes from a Small Island (Notes From a Small Island #1),40.17,1,3
Night (The Night Trilogy #1),13.51,1,3
Neither Here nor There: Travels in Europe,38.95,3,3
Naked,31.69,3,3
Morning Star (Red Rising #3),29.4,1,3
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83,1,3
Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,2,3
Me Talk Pretty One Day,57.6,2,3
Manuscript Found in Accra,34.98,2,3
Lust & Wonder,11.87,2,3
Lila (Gilead #3),12.47,3,3
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,2,3
Life Without a Recipe,59.04,5,3
Life After Life,26.13,2,3
Letter to a Christian Nation,22.2,1,3
Let's Pretend This Never Happened: A Mostly True Memoir,45.11,1,3
Legend (Legend #1),43.69,4,3
"Lean In: Women, Work, and the Will to Lead",25.02,1,3
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.5,5,3
Lady Renegades (Rebel Belle #3),53.04,5,3
Jurassic Park (Jurassic Park #1),44.97,1,3
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,1,3
Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,3,3
Into the Wild,56.7,5,3
Inferno (Robert Langdon #4),41.0,5,3
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85,3,3
If I Run (If I Run #1),49.97,4,3
I've Got Your Number,19.69,1,3
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,2,3
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,3,3
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,2,3
House of Leaves,54.89,1,3
Horrible Bear!,37.52,2,3
Holidays on Ice,51.07,2,3
Heir to the Sky,44.07,4,3
Green Eggs and Ham (Beginner Books B-16),10.79,4,3
"Grayson, Vol 3: Nemesis (Grayson #3)",42.72,1,3
Gratitude,26.66,5,3
Gone Girl,37.6,5,3
Golden (Heart of Dread #3),42.21,4,3
Girl in the Blue Coat,46.83,2,3
"Fruits Basket, Vol. 3 (Fruits Basket #3)",45.17,2,3
"Friday Night Lights: A Town, a Team, and a Dream",51.22,3,3
Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,4,3
Fifty Shades Freed (Fifty Shades #3),15.36,5,3
Fellside,38.62,1,3
Extreme Prey (Lucas Davenport #26),25.4,3,3
Eragon (The Inheritance Cycle #1),43.87,3,3
Eclipse (Twilight #3),18.74,1,3
Dune (Dune #1),54.86,1,3
Dracula,52.62,3,3
Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,1,3
Disrupted: My Misadventure in the Start-Up Bubble,15.28,5,3
Dead Wake: The Last Crossing of the Lusitania,39.24,5,3
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,1,3
Darkfever (Fever #1),56.02,1,3
Dark Places,23.9,5,3
Crazy Rich Asians (Crazy Rich Asians #1),49.13,5,3
Counting Thyme,10.62,1,3
Cosmos,36.17,2,3
Civilization and Its Discontents,59.95,2,3
Cinder (The Lunar Chronicles #1),26.09,1,3
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,2,3
Career of Evil (Cormoran Strike #3),24.72,2,3
Breaking Dawn (Twilight #4),35.28,5,3
Brave Enough,51.32,5,3
Boy Meets Boy,21.12,3,3
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,2,3
Blink: The Power of Thinking Without Thinking,21.74,5,3
Black Flags: The Rise of ISIS,40.87,1,3
"Black Butler, Vol. 1 (Black Butler #1)",49.31,1,3
Big Little Lies,22.11,1,3
Between Shades of Gray,20.79,5,3
Best of My Love (Fool's Gold #20),27.41,2,3
Beowulf,38.35,2,3
Beautiful Creatures (Caster Chronicles #1),21.55,5,3
Awkward,38.02,2,3
Ash,22.06,4,3
Are We There Yet?,10.66,3,3
Are We Smart Enough to Know How Smart Animals Are?,56.58,1,3
Annie on My Mind,36.83,5,3
And Then There Were None,35.01,2,3
A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48,4,3
A Visit from the Goon Squad,14.08,5,3
A Storm of Swords (A Song of Ice and Fire #3),31.22,2,3
A Heartbreaking Work of Staggering Genius,54.29,5,3
8 Keys to Mental Health Through Exercise,31.04,1,3
#GIRLBOSS,50.96,1,3
"The Suffragettes (Little Black Classics, #96)",11.89,2,2
The Sense of an Ending,31.38,3,2
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",54.81,1,2
The Course of Love,16.78,3,2
Sugar Rush (Offensive Line #2),24.42,1,2
"Saga, Volume 2 (Saga (Collected Editions) #2)",11.75,3,2
"Run, Spot, Run: The Ethics of Keeping Pets",20.02,1,2
New Moon (Twilight #2),12.86,4,2
Life,31.58,5,2
Kindle Paperwhite User's Guide,34.0,3,2
H is for Hawk,57.42,5,2
Girl Online On Tour (Girl Online #2),53.47,1,2
"Fruits Basket, Vol. 2 (Fruits Basket #2)",11.64,5,2
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,4,2
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",18.51,4,1
While You Were Mine,41.32,5,1
Where Lightning Strikes (Bleeding Stars #3),39.77,3,1
When I'm Gone,51.96,3,1
Ways of Seeing,39.51,5,1
"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.4,1,1
Vampire Girl (Vampire Girl #1),53.82,2,1
Twenty Love Poems and a Song of Despair,30.95,4,1
Travels with Charley: In Search of America,57.82,5,1
Three Wishes (River of Time: California #1),44.18,2,1
This One Moment (Pushing Limits #1),48.71,1,1
The Zombie Room,19.69,5,1
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",36.52,2,1
The Tumor,41.56,5,1
The Story of Hong Gildong,43.19,4,1
The Silent Wife,12.34,5,1
The Silent Twin (Detective Jennifer Knight #3),36.25,3,1
The Selfish Gene,29.45,1,1
The Secret Healer,34.56,3,1
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",54.12,3,1
The Republic,33.78,3,1
The Odyssey,29.64,3,1
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.7,4,1
The Nicomachean Ethics,36.34,1,1
The Name of the Wind (The Kingkiller Chronicle #1),50.59,3,1
The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,1,1
The Little Prince,45.42,2,1
The Light of the Fireflies,54.43,1,1
The Last Girl (The Dominion Trilogy #1),36.26,2,1
The Iliad,16.16,1,1
The Hook Up (Game On #1),36.29,5,1
The Haters,27.89,5,1
The Girl You Lost,12.29,5,1
The Girl In The Ice (DCI Erika Foster #1),15.85,3,1
The End of the Jesus Era (An Investigation #1),14.4,1,1
The Edge of Reason (Bridget Jones #2),19.18,4,1
The Complete Maus (Maus #1-2),10.64,3,1
The Communist Manifesto,14.76,3,1
The Bhagavad Gita,57.49,3,1
The Bette Davis Club,30.66,3,1
The Art of Not Breathing,40.83,4,1
Taking Shots (Assassins #1),18.88,2,1
Starlark,25.83,3,1
"Skip Beat!, Vol. 01 (Skip Beat! #1)",42.12,3,1
Sister Sable (The Mad Queen #1),13.33,3,1
Shatter Me (Shatter Me #1),42.4,1,1
Shameless,58.35,3,1
Shadow Rites (Jane Yellowrock #10),21.72,4,1
Settling the Score (The Summer Games #1),44.91,2,1
Sense and Sensibility,37.46,1,1
"Saga, Volume 1 (Saga (Collected Editions) #1)",28.48,1,1
"Rhythm, Chord & Malykhin",28.34,2,1
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",46.96,5,1
Paradise Lost (Paradise #1),24.96,1,1
"Paper Girls, Vol. 1 (Paper Girls #1-5)",21.71,4,1
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",29.87,3,1
Origins (Alphas 0.5),28.99,1,1
One Second (Seven #7),52.94,2,1
On the Road (Duluoz Legend),32.36,3,1
Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,2,1
Off Sides (Off #1),39.45,5,1
Of Mice and Men,47.11,2,1
Myriad (Prentor #1),58.75,4,1
My Perfect Mistake (Over the Top #1),38.92,2,1
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",39.39,4,1
Meditations,25.89,2,1
Matilda,28.34,1,1
Lost Among the Living,27.7,4,1
Lord of the Flies,24.89,3,1
Listen to Me (Fusion #1),58.99,3,1
Kitchens of the Great Midwest,57.2,5,1
Jane Eyre,38.43,5,1
Imperfect Harmony,34.74,4,1
Icing (Aces Hockey #2),40.44,4,1
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",45.24,3,1
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,4,1
"Giant Days, Vol. 1 (Giant Days #1-4)",56.76,4,1
"Fruits Basket, Vol. 1 (Fruits Basket #1)",40.28,5,1
Frankenstein,38.0,2,1
Forever Rockers (The Rocker #12),28.8,3,1
Fighting Fate (Fighting #6),39.24,3,1
Emma,32.93,2,1
"Eat, Pray, Love",51.32,3,1
Deep Under (Walker Security #1),47.09,5,1
Choosing Our Religion: The Spiritual Lives of America's Nones,28.42,4,1
Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,3,1
Charity's Cross (Charles Towne Belles #4),41.24,1,1
Bright Lines,39.07,5,1
Bridget Jones's Diary (Bridget Jones #1),29.82,1,1
Bounty (Colorado Mountain #7),37.26,4,1
Blood Defense (Samantha Brinkman #1),20.3,3,1
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",34.65,5,1
Beyond Good and Evil,43.38,1,1
Alice in Wonderland (Alice's Adventures in Wonderland #1),55.53,1,1
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",57.06,4,1
A Spy's Devotion (The Regency Spies of London #1),16.97,5,1
1st to Die (Women's Murder Club #1),53.98,1,1
"1,000 Places to See Before You Die",26.08,5,1
